Plant,Product  Order,Product Code,production date,         Plan Qty,product name,Base qty,Required qty,Actual qty,difference,Gain,Loss/Gain %,Std Loss %,Std Loss Qty,            Loss (Gain),Std Cost,Base Req. Value,Std Loss Value,Standard Value,Actual Value,Std Cost Variance,         Variance_2
plant 2,11837660,699076,23.05.2022,7280,juice,524.161,534.644,476,-48.161,Gain,9.19,2,10.483,-58.64,$1295929.78,6792758.49,135855.17,6928610.81,6168625.75,-759985.06,-624132.74
plant 2,11908589,755760,03.09.2022,6468,crystal milk,523.909,534.387,860,336.091,Loss,64.15,2,10.478,325.61,$2401765.2,12583064.04,251661.28,12834721,20655180.72,7820459.72,8072116.68
plant 2,11891473,535612,24.08.2022,6600,crystal milk,522.721,533.175,828,305.279,Loss,58.4,2,10.454,294.83,$3021213.01,15792514.86,315850.3,16108352.47,25015643.72,8907291.25,9223128.86
plant 2,11837676,699076,28.05.2022,7140,juice,514.08,524.362,814,299.92,Loss,58.34,2,10.282,289.64,$1295929.78,6662115.81,133242.32,6795363.31,10548868.41,3753505.1,3886752.6
plant 2,11915689,535611,15.09.2022,66,crystal milk,5.346,5.453,0,-5.346,null,0,2,0.107,-5.45,$3021213.01,161514.05,3230.28,164746.75,0,-164746.75,-161514.05
plant 2,11867473,535625,21.06.2022,6290,valtino malt,498.169,508.132,648,149.831,Loss,30.08,2,9.963,139.87,$1302828.68,6490288.61,129805.77,6620089.43,8442329.85,1822240.42,1952041.24
plant 2,11889719,755760,29.07.2022,6072,crystal milk,491.832,501.669,810,318.168,Loss,64.69,2,9.837,308.33,$2401765.2,11812649.82,236253,12048911.46,19454298.12,7405386.66,7641648.3
plant 2,11877259,535609,11.07.2022,6293,crystal milk,490.855,500.672,477,-13.855,Gain,2.82,2,9.817,-23.67,$3021213.01,14829775.12,296595.5,15126367.6,14411186.06,-715181.54,-418589.06
plant 2,11931353,535625,17.10.2022,630,valtino malt,49.896,50.894,60,10.104,Loss,20.25,2,0.998,9.11,$1302828.68,650059.4,13001.19,663061.63,781697.21,118635.58,131637.81
plant 2,11939712,535609,29.10.2022,6268,crystal milk,488.905,498.683,290,-198.905,Gain,40.68,2,9.778,-208.68,$3021213.01,14770861.47,295417.23,15066275.67,8761517.73,-6304757.94,-6009343.74
plant 2,11913004,535609,09.09.2022,6223,crystal milk,485.394,495.102,101,-384.394,Gain,79.19,2,9.708,-394.1,$3021213.01,14664786.68,293295.73,14958086.04,3051425.14,-11906660.9,-11613361.54
plant 2,11845811,535611,17.05.2022,5986,crystal milk,484.867,494.564,551,66.133,Loss,13.64,2,9.697,56.44,$3021213.01,14648864.89,292977.3,14941831.91,16646883.69,1705051.78,1998018.8
plant 2,11935098,535609,27.10.2022,6192,crystal milk,482.976,492.636,501,18.024,Loss,3.73,2,9.66,8.36,$3021213.01,14591733.75,291834.68,14883582.92,15136277.18,252694.26,544543.43
plant 2,11914448,535609,13.09.2022,6048,crystal milk,471.744,481.179,540,68.256,Loss,14.47,2,9.435,58.82,$3021213.01,14252391.1,285047.82,14537442.55,16314550.25,1777107.7,2062159.15
plant 2,11905226,535609,19.09.2022,6048,crystal milk,471.744,481.179,770,298.256,Loss,63.22,2,9.435,288.82,$3021213.01,14252391.1,285047.82,14537442.55,23263340.18,8725897.63,9010949.08
plant 2,11935082,535609,23.10.2022,6021,crystal milk,469.638,479.031,0,-469.638,null,0,2,9.393,-479.03,$3021213.01,14188764.36,283775.29,14472546.89,0,-14472546.89,-14188764.36
plant 2,11893960,535609,07.08.2022,5976,crystal milk,466.128,475.451,483,16.872,Loss,3.62,2,9.323,7.55,$3021213.01,14082719.78,281654.4,14364387.47,14592458.84,228071.37,509739.06
plant 2,11931732,535625,15.10.2022,5863,valtino malt,464.35,473.637,473,8.65,Loss,1.86,2,9.287,-0.64,$1302828.68,6049684.98,120993.7,6170678.68,6162379.66,-8299.02,112694.68
plant 2,11882402,535609,18.07.2022,5951,crystal milk,464.178,473.462,291,-173.178,Gain,37.31,2,9.284,-182.46,$3021213.01,14023806.13,280476.12,14304295.54,8791729.86,-5512565.68,-5232076.27
plant 2,11866518,699076,20.06.2022,6409,juice,461.448,470.677,446,-15.448,Gain,3.35,2,9.229,-24.68,$1295929.78,5980042.05,119600.84,6099643.41,5779846.82,-319796.59,-200195.23
plant 2,11818825,535624,19.04.2022,5610,crystal milk,454.411,463.499,652,197.589,Loss,43.48,2,9.088,188.5,$1477616.53,6714452.05,134289.04,6848737.84,9634059.78,2785321.94,2919607.73
plant 2,11857302,699076,17.06.2022,6300,juice,453.6,462.672,680,226.4,Loss,49.91,2,9.072,217.33,$1295929.78,5878337.48,117566.75,5995904.23,8812322.5,2816418.27,2933985.02
plant 2,11919559,535609,22.09.2022,5813,crystal milk,453.415,462.483,187,-266.415,Gain,58.76,2,9.068,-275.48,$3021213.01,13698632.97,273972.66,13972596.57,5649668.33,-8322928.24,-8048964.64
plant 2,11939714,535625,29.10.2022,576,valtino malt,45.62,46.532,0,-45.62,null,0,2,0.912,-46.53,$1302828.68,594350.44,11887.01,606232.24,0,-606232.24,-594350.44
plant 2,11917612,535625,19.09.2022,5640,valtino malt,446.688,455.622,479,32.312,Loss,7.23,2,8.934,23.38,$1302828.68,5819579.37,116391.59,5935974.09,6240549.38,304575.29,420970.01
plant 2,11905180,535611,03.09.2022,5478,crystal milk,443.719,452.593,628,184.281,Loss,41.53,2,8.874,175.41,$3021213.01,13405696.16,268113.92,13673798.6,18973217.7,5299419.1,5567521.54
plant 2,11926051,535626,05.10.2022,5501,valtino malt,435.679,444.393,527,91.321,Loss,20.96,2,8.714,82.61,$1302828.68,5676150.96,113523.02,5789679.46,6865907.14,1076227.68,1189756.18
plant 2,11920226,535626,30.09.2022,5372,valtino malt,425.463,433.972,188,-237.463,Gain,55.81,2,8.509,-245.97,$1302828.68,5543053.99,110861.08,5653911.68,2449317.92,-3204593.76,-3093736.07
plant 2,11896450,699076,12.08.2022,5880,juice,423.361,431.828,700,276.639,Loss,65.34,2,8.467,268.17,$1295929.78,5486461.28,109729.23,5596187.65,9071508.46,3475320.81,3585047.18
plant 2,11893497,535625,05.08.2022,5287,valtino malt,418.731,427.106,460,41.269,Loss,9.86,2,8.375,32.89,$1302828.68,5455347.56,109106.95,5564459.46,5993011.93,428552.47,537664.37
plant 2,11924611,535626,02.10.2022,52536,valtino malt,4160.852,4244.069,4009,-151.852,Gain,3.65,2,83.217,-235.07,$1302828.68,54208773.19,1084175.46,55292948.13,52230401.78,-3062546.35,-1978371.41
plant 2,11904624,535611,25.08.2022,5148,crystal milk,416.988,425.328,127,-289.988,Gain,69.54,2,8.34,-298.33,$3021213.01,12598095.71,251961.91,12850064.87,3836940.52,-9013124.35,-8761155.19
plant 2,11905184,535625,06.09.2022,5242,valtino malt,415.167,423.47,133,-282.167,Gain,67.96,2,8.303,-290.47,$1302828.68,5408914.75,108178.3,5517088.61,1732762.14,-3784326.47,-3676152.61
plant 2,11882400,535626,18.07.2022,5230,valtino malt,414.217,422.501,531,116.783,Loss,28.19,2,8.284,108.5,$1302828.68,5396537.87,107930.76,5504464.2,6918020.29,1413556.09,1521482.42
plant 2,11933477,699120,18.10.2022,5226,null,413.9,422.178,146,-267.9,Gain,64.73,2,8.278,-276.18,$950439.45,3933868.88,78677.38,4012546.26,1387641.6,-2624904.66,-2546227.28
plant 2,11931296,535611,25.10.2022,5105,crystal milk,413.506,421.776,438,24.494,Loss,5.92,2,8.27,16.22,$3021213.01,12492897.07,249857.94,12742751.39,13232912.98,490161.59,740015.91
plant 2,11877740,535626,09.07.2022,51909,valtino malt,4111.193,4193.417,4208,96.807,Loss,2.35,2,82.224,14.58,$1302828.68,53561801.49,1071236.03,54633039.35,54823030.85,189991.5,1261229.36
plant 2,11880558,535626,17.07.2022,51876,valtino malt,4108.579,4190.751,3797,-311.579,Gain,7.58,2,82.172,-393.75,$1302828.68,53527745.55,1070554.91,54598305.94,49468404.98,-5129900.96,-4059340.57
plant 2,11857304,535609,18.06.2022,5256,crystal milk,409.969,418.168,715,305.031,Loss,74.4,2,8.199,296.83,$3021213.01,12386036.76,247720.74,12633746.02,21601673.02,8967927,9215636.26
plant 2,11877246,535626,19.07.2022,5148,valtino malt,407.723,415.877,534,126.277,Loss,30.97,2,8.154,118.12,$1302828.68,5311932.18,106238.64,5418164.83,6957105.15,1538940.32,1645172.97
plant 2,11854337,699076,31.05.2022,5600,juice,403.2,411.264,240,-163.2,Gain,40.48,2,8.064,-171.26,$1295929.78,5225188.87,104503.78,5329692.65,3110231.47,-2219461.18,-2114957.4
plant 2,11861602,535626,09.06.2022,50772,valtino malt,4021.143,4101.566,4094,72.857,Loss,1.81,2,80.423,-7.57,$1302828.68,52388604.27,1047772.09,53436378.18,53337806.16,-98572.02,949201.89
plant 2,11905869,535626,29.08.2022,54,valtino malt,4.277,4.363,0,-4.277,null,0,2,0.086,-4.36,$1302828.68,55721.98,1114.44,56842.42,0,-56842.42,-55721.98
plant 2,11912759,535626,14.09.2022,50028,valtino malt,3962.218,4041.462,4041,78.782,Loss,1.99,2,79.244,-0.46,$1302828.68,51620912.47,1032418.25,52653326.03,52647306.96,-6019.07,1026394.49
plant 2,11916603,535609,30.09.2022,5040,crystal milk,393.121,400.983,0,-393.121,null,0,2,7.862,-400.98,$3021213.01,11877022.8,237540.46,12114550.56,0,-12114550.56,-11877022.8
plant 2,11877502,535626,08.07.2022,49557,valtino malt,3924.915,4003.413,3958,33.085,Loss,0.84,2,78.498,-45.41,$1302828.68,51134918.29,1022698.37,52157612.74,51565959.15,-591653.59,431040.86
plant 2,11877216,535626,14.07.2022,49455,valtino malt,3916.836,3995.173,4025,108.164,Loss,2.76,2,78.337,29.83,$1302828.68,51029662.76,1020593.26,52050259.66,52438854.37,388594.71,1409191.61
plant 2,11818744,535626,12.04.2022,49296,valtino malt,3904.244,3982.329,3973,68.756,Loss,1.76,2,78.085,-9.33,$1302828.68,50865610.57,1017312.21,51882924.34,51761383.46,-121540.88,895772.89
plant 2,11832660,535626,15.04.2022,49268,valtino malt,3902.026,3980.067,3944,41.974,Loss,1.08,2,78.041,-36.07,$1302828.68,50836713.83,1016734.28,51853454.36,51383563.14,-469891.22,546849.31
plant 2,11905522,535626,05.09.2022,49077,valtino malt,3886.899,3964.637,4325,438.101,Loss,11.27,2,77.738,360.36,$1302828.68,50639634.93,1012792.7,51652427.89,56347340.41,4694912.52,5707705.48
plant 2,11924120,535626,06.10.2022,49020,valtino malt,3882.384,3960.032,3866,-16.384,Gain,0.42,2,77.648,-94.03,$1302828.68,50580812.22,1011616.24,51592432.63,50367356.77,-1225075.86,-213455.45
plant 2,11857278,535626,15.06.2022,48912,valtino malt,3873.831,3951.308,4023,149.169,Loss,3.85,2,77.477,71.69,$1302828.68,50469381.28,1009387.63,51478773.86,52412797.8,934023.94,1943416.52
plant 2,11920224,535626,28.09.2022,48885,valtino malt,3871.692,3949.126,3949,77.308,Loss,2,2,77.434,-0.13,$1302828.68,50441513.78,1008830.28,51450346.14,51448704.57,-1641.57,1007190.79
plant 2,11912764,535625,16.09.2022,4879,valtino malt,386.418,394.146,222,-164.418,Gain,42.55,2,7.728,-172.15,$1302828.68,5034364.53,100687.29,5135047.13,2892279.67,-2242767.46,-2142084.86
plant 2,11913742,535609,12.09.2022,4954,crystal milk,386.413,394.141,590,203.587,Loss,52.69,2,7.728,195.86,$3021213.01,11674359.83,233487.2,11907839.17,17825156.76,5917317.59,6150796.93
plant 2,11913003,535626,09.09.2022,48672,valtino malt,3854.823,3931.919,3948,93.177,Loss,2.42,2,77.096,16.08,$1302828.68,50221739.61,1004434.79,51226168.41,51435676.29,209507.88,1213936.68
plant 2,11881083,535609,15.07.2022,4942,crystal milk,385.476,393.186,187,-198.476,Gain,51.49,2,7.71,-206.19,$3021213.01,11646051.06,232921.02,11878986.59,5649668.33,-6229318.26,-5996382.73
plant 2,11849963,769367,23.05.2022,4860,null,384.913,392.611,570,185.087,Loss,48.09,2,7.698,177.39,$1270929.84,4891974.18,97839.48,4989810.35,7244300.09,2254489.74,2352325.91
plant 2,11924039,535626,05.10.2022,48295,valtino malt,3824.965,3901.464,3901,76.035,Loss,1.99,2,76.499,-0.46,$1302828.68,49832741.02,996654.82,50829391.93,50823346.81,-6045.12,990605.79
plant 2,11924122,535626,10.10.2022,48295,valtino malt,3824.965,3901.464,3901,76.035,Loss,1.99,2,76.499,-0.46,$1302828.68,49832741.02,996654.82,50829391.93,50823346.81,-6045.12,990605.79
plant 2,11833304,535612,20.04.2022,48240,crystal milk,3820.609,3897.021,3886,65.391,Loss,1.71,2,76.412,-11.02,$3021213.01,115428736.17,2308574.72,117737305.5,117404337.6,-332967.88,1975601.4
plant 2,11891487,535626,19.08.2022,48168,valtino malt,3814.906,3891.204,3832,17.094,Loss,0.45,2,76.298,-59.2,$1302828.68,49701689.48,994033.79,50695721.71,49924395.02,-771326.69,222705.54
plant 2,11850601,535609,24.05.2022,4874,crystal milk,380.173,387.776,188,-192.173,Gain,50.55,2,7.603,-199.78,$3021213.01,11485836.14,229716.72,11715538.96,5679880.46,-6035658.5,-5805955.68
plant 2,11818810,535626,23.04.2022,47880,valtino malt,3792.096,3867.938,0,-3792.096,null,0,2,75.842,-3867.94,$1302828.68,49404514.26,988090.29,50392605.59,0,-50392605.59,-49404514.26
plant 2,11912773,535626,17.09.2022,47856,valtino malt,3790.196,3866,3837,46.804,Loss,1.23,2,75.804,-29,$1302828.68,49379760.52,987595.21,50367356.77,49989536.45,-377820.32,609775.93
plant 2,11826685,535611,25.04.2022,4686,crystal milk,379.567,387.158,150,-229.567,Gain,60.48,2,7.591,-237.16,$3021213.01,11467527.59,229350.55,11696867.87,4531819.52,-7165048.35,-6935708.07
plant 2,11912763,535626,15.09.2022,47676,valtino malt,3775.939,3851.458,3812,36.061,Loss,0.96,2,75.519,-39.46,$1302828.68,49194016.23,983880.32,50177899.42,49663829.28,-514070.14,469813.05
plant 2,11874347,535609,04.07.2022,4752,crystal milk,370.657,378.07,517,146.343,Loss,39.48,2,7.413,138.93,$3021213.01,11198337.51,223966.75,11422300.03,15619671.26,4197371.23,4421333.75
plant 2,11919362,535611,21.09.2022,462,crystal milk,37.423,38.171,0,-37.423,null,0,2,0.748,-38.17,$3021213.01,1130628.54,22612.57,1153227.22,0,-1153227.22,-1130628.54
plant 2,11837584,535626,08.05.2022,46692,valtino malt,3698.007,3771.967,2320,-1378.007,Gain,37.26,2,73.96,-1451.97,$1302828.68,48178695.78,963573.92,49142267.88,30225625.38,-18916642.5,-17953070.4
plant 2,11924123,535626,11.10.2022,46596,valtino malt,3690.404,3764.212,3802,111.596,Loss,3.02,2,73.808,37.79,$1302828.68,48079641.72,961592.83,49041233.51,49533546.41,492312.9,1453904.69
plant 2,11877247,535626,21.07.2022,46128,valtino malt,3653.338,3726.405,3729,75.662,Loss,2.07,2,73.067,2.6,$1302828.68,47596735.24,951934.7,48548673.07,48582481.48,33808.41,985746.24
plant 2,11920225,535626,29.09.2022,46068,valtino malt,3648.586,3721.558,3708,59.414,Loss,1.63,2,72.972,-13.56,$1302828.68,47534824.82,950696.5,48485524.97,48308887.45,-176637.52,774062.63
plant 2,11837589,535626,14.05.2022,45622,valtino malt,3613.263,3685.528,3675,61.737,Loss,1.71,2,72.265,-10.53,$1302828.68,47074626.65,941492.53,48016115.79,47878953.99,-137161.8,804327.34
plant 2,11851093,535626,25.05.2022,45396,valtino malt,3595.364,3667.271,3623,27.636,Loss,0.77,2,71.907,-44.27,$1302828.68,46841433.34,936828.67,47778258.36,47201483.08,-576775.28,360049.74
plant 2,11912750,535612,11.09.2022,45264,crystal milk,3584.909,3656.607,3396,-188.909,Gain,5.27,2,71.698,-260.61,$3021213.01,108307737.1,2166154.74,110473886.4,102600393.8,-7873492.59,-5707343.28
plant 2,11831911,535626,14.04.2022,45168,valtino malt,3577.306,3648.852,3579,1.694,Loss,0.05,2,71.546,-69.85,$1302828.68,46606168.54,932123.37,47538290.35,46628238.46,-910051.89,22069.92
plant 2,11837639,535626,24.05.2022,44976,valtino malt,3562.1,3633.342,3750,187.9,Loss,5.27,2,71.242,116.66,$1302828.68,46408060.41,928161.21,47336221.62,48856075.5,1519853.88,2448015.09
plant 2,11830002,535626,16.04.2022,44940,valtino malt,3559.248,3630.433,3622,62.752,Loss,1.76,2,71.185,-8.43,$1302828.68,46370903.74,927418.07,47298322.33,47188454.79,-109867.54,817551.05
plant 2,11836916,535609,29.04.2022,4543,crystal milk,354.355,361.442,0,-354.355,null,0,2,7.087,-361.44,$3021213.01,10705819.36,214116.39,10919932.73,0,-10919932.73,-10705819.36
plant 2,11877242,535626,16.07.2022,44652,valtino malt,3536.439,3607.168,3608,71.561,Loss,2.02,2,70.729,0.83,$1302828.68,46073741.54,921474.83,46995219.24,47006058.77,10839.53,932317.23
plant 2,11837624,535609,10.05.2022,4536,crystal milk,353.809,360.885,51,-302.809,Gain,85.59,2,7.076,-309.89,$3021213.01,10689323.54,213786.47,10903104.57,1540818.64,-9362285.93,-9148504.9
plant 2,11877534,535626,10.07.2022,44568,valtino malt,3529.786,3600.382,3407,-122.786,Gain,3.48,2,70.596,-193.38,$1302828.68,45987064.35,919741.29,46906809.29,44387373.13,-2519436.16,-1599691.22
plant 2,11837566,535626,05.05.2022,44520,valtino malt,3525.984,3596.504,4751,1225.016,Loss,34.74,2,70.52,1154.5,$1302828.68,45937530.8,918750.62,46856285.59,61897390.59,15041105,15959859.79
plant 2,11939261,699120,28.10.2022,44460,null,3521.232,3591.657,3439,-82.232,Gain,2.34,2,70.425,-152.66,$950439.45,33467178.05,669343.56,34136525.04,32685612.69,-1450912.35,-781565.36
plant 2,11928153,535611,09.10.2022,4356,crystal milk,352.836,359.893,364,11.164,Loss,3.16,2,7.057,4.11,$3021213.01,10659927.14,213198.54,10873134.14,10997215.36,124081.22,337288.22
plant 2,11935103,535611,31.10.2022,4356,crystal milk,352.836,359.893,360,7.164,Loss,2.03,2,7.057,0.11,$3021213.01,10659927.14,213198.54,10873134.14,10876366.84,3232.7,216439.7
plant 2,11880559,535626,15.07.2022,44424,valtino malt,3518.381,3588.749,3505,-13.381,Gain,0.38,2,70.368,-83.75,$1302828.68,45838476.74,916769.53,46755251.23,45664145.23,-1091106,-174331.51
plant 2,11825589,535611,11.04.2022,4290,crystal milk,347.49,354.44,611,263.51,Loss,75.83,2,6.95,256.56,$3021213.01,10498413.09,209968.26,10708387.39,18459611.49,7751224.1,7961198.4
plant 2,11928774,535626,10.10.2022,4385,valtino malt,347.292,354.238,617,269.708,Loss,77.66,2,6.946,262.76,$1302828.68,4524619.78,90492.4,4615114.26,8038452.96,3423338.7,3513833.18
plant 2,11832818,535626,17.04.2022,43812,valtino malt,3469.911,3539.309,4280,810.089,Loss,23.35,2,69.398,740.69,$1302828.68,45206995.68,904139.91,46111132.73,55761067.5,9649934.77,10554071.82
plant 2,11905521,535626,04.09.2022,43808,valtino malt,3469.594,3538.986,3116,-353.594,Gain,10.19,2,69.392,-422.99,$1302828.68,45202865.71,904057.31,46106924.59,40596141.67,-5510782.92,-4606724.04
plant 2,11875738,535626,06.07.2022,43675,valtino malt,3459.061,3528.242,3501,41.939,Loss,1.21,2,69.181,-27.24,$1302828.68,45065638.77,901312.78,45966948.68,45612032.09,-354916.59,546393.32
plant 2,11845683,535626,09.05.2022,43440,valtino malt,3440.448,3509.257,3781,340.552,Loss,9.9,2,68.809,271.74,$1302828.68,44823143.26,896462.87,45719606.65,49259952.39,3540345.74,4436809.13
plant 2,11833972,535626,25.04.2022,4296,valtino malt,340.244,347.049,171,-169.244,Gain,49.74,2,6.805,-176.05,$1302828.68,4432796.41,88655.93,4521453.91,2227837.04,-2293616.87,-2204959.37
plant 2,11855365,699076,01.06.2022,475,juice,34.2,34.884,0,-34.2,null,0,2,0.684,-34.88,$1295929.78,443207.98,8864.16,452072.14,0,-452072.14,-443207.98
plant 2,11891527,535609,26.08.2022,4320,crystal milk,336.961,343.7,630,293.039,Loss,86.97,2,6.739,286.3,$3021213.01,10180309.57,203606.19,10383909.12,19033641.96,8649732.84,8853332.39
plant 2,11886825,535609,25.07.2022,4320,crystal milk,336.961,343.7,488,151.039,Loss,44.82,2,6.739,144.3,$3021213.01,10180309.57,203606.19,10383909.12,14743519.49,4359610.37,4563209.92
plant 2,11931481,535609,14.10.2022,4302,crystal milk,335.557,342.268,0,-335.557,null,0,2,6.711,-342.27,$3021213.01,10137891.74,202757.83,10340645.35,0,-10340645.35,-10137891.74
plant 2,11927391,535626,12.10.2022,42261,valtino malt,3347.072,3414.013,3414,66.928,Loss,2,2,66.941,-0.01,$1302828.68,43606613.96,872132.28,44478740.5,44478571.14,-169.36,871957.18
plant 2,11861601,535626,08.06.2022,42156,valtino malt,3338.756,3405.531,3381,42.244,Loss,1.27,2,66.775,-24.53,$1302828.68,43498270.72,869965.41,44368234.57,44048637.67,-319596.9,550366.95
plant 2,11833971,535609,25.04.2022,4241,crystal milk,330.798,337.414,260,-70.798,Gain,21.4,2,6.616,-77.41,$3021213.01,9994112.21,199882.24,10193995.67,7855153.83,-2338841.84,-2138958.38
plant 2,11924107,699076,08.10.2022,4550,juice,327.6,334.152,54,-273.6,Gain,83.52,2,6.552,-280.15,$1295929.78,4245465.96,84909.32,4330375.28,699802.08,-3630573.2,-3545663.88
plant 2,11818829,535609,27.04.2022,4176,crystal milk,325.728,332.243,650,324.272,Loss,99.55,2,6.515,317.76,$3021213.01,9840936.71,196818.73,10037768.74,19637884.57,9600115.83,9796947.86
plant 2,11891495,535626,18.08.2022,40704,valtino malt,3223.757,3288.232,3361,137.243,Loss,4.26,2,64.475,72.77,$1302828.68,42000030.77,840000.62,42840029.56,43788071.93,948042.37,1788041.16
plant 2,11821860,699076,03.04.2022,4480,juice,322.561,329.012,574,251.439,Loss,77.95,2,6.451,244.99,$1295929.78,4180164.06,83603.28,4263764.49,7438636.94,3174872.45,3258472.88
plant 2,11837649,535626,23.05.2022,4068,valtino malt,322.186,328.63,500,177.814,Loss,55.19,2,6.444,171.37,$1302828.68,4197531.61,83950.63,4281485.89,6514143.4,2232657.51,2316611.79
plant 2,11927388,535626,15.10.2022,40494,valtino malt,3207.125,3271.268,3316,108.875,Loss,3.39,2,64.143,44.73,$1302828.68,41783344.3,835666.89,42619017.7,43201799.03,582781.33,1418454.73
plant 2,11931289,699120,17.10.2022,39768,null,3149.626,3212.619,3491,341.374,Loss,10.84,2,62.993,278.38,$950439.45,29935288.03,598705.76,30533998.35,33179841.2,2645842.85,3244553.17
plant 2,11818734,535609,15.04.2022,4011,crystal milk,312.859,319.116,85,-227.859,Gain,72.83,2,6.257,-234.12,$3021213.01,9452136.81,189042.74,9641174.11,2568031.06,-7073143.05,-6884105.75
plant 2,11884000,535626,20.07.2022,3949,valtino malt,312.762,319.017,450,137.238,Loss,43.88,2,6.255,130.98,$1302828.68,4074753.04,81495.06,4156244.97,5862729.06,1706484.09,1787976.02
plant 2,11896412,769367,11.08.2022,3948,null,312.682,318.936,377,64.318,Loss,20.57,2,6.254,58.06,$1270929.84,3973968.84,79479.38,4053452.79,4791405.5,737952.71,817436.66
plant 2,11825591,535626,11.04.2022,39360,valtino malt,3117.313,3179.659,3328,210.687,Loss,6.76,2,62.346,148.34,$1302828.68,40613247.81,812264.96,41425509.38,43358138.47,1932629.09,2744890.66
plant 2,11924440,535626,01.10.2022,38652,valtino malt,3061.239,3122.464,3328,266.761,Loss,8.71,2,61.225,205.54,$1302828.68,39882699.66,797653.99,40680356.51,43358138.47,2677781.96,3475438.81
plant 2,11931290,535611,18.10.2022,3762,crystal milk,304.723,310.817,432,127.277,Loss,41.77,2,6.094,121.18,$3021213.01,9206330.92,184126.62,9390443.64,13051640.2,3661196.56,3845309.28
plant 2,11831065,535611,19.04.2022,3758,crystal milk,304.398,310.486,84,-220.398,Gain,72.4,2,6.088,-226.49,$3021213.01,9196511.98,183930.24,9380443.43,2537818.93,-6842624.5,-6658693.05
plant 2,11857187,535626,06.06.2022,38061,valtino malt,3014.431,3074.72,3312,297.569,Loss,9.87,2,60.289,237.28,$1302828.68,39272871.61,785457.43,40058333.99,43149685.88,3091351.89,3876814.27
plant 2,11861262,535626,10.06.2022,37944,valtino malt,3005.166,3065.269,3053,47.834,Loss,1.59,2,60.103,-12.27,$1302828.68,39152164.53,783043.29,39935203.65,39775359.6,-159844.05,623195.07
plant 2,11837601,535626,16.05.2022,37884,valtino malt,3000.414,3060.422,3268,267.586,Loss,8.92,2,60.008,207.58,$1302828.68,39090254.11,781805.08,39872055.55,42576441.26,2704385.71,3486187.15
plant 2,11935463,535625,21.10.2022,3780,valtino malt,299.376,305.364,0,-299.376,null,0,2,5.988,-305.36,$1302828.68,3900356.39,78007.13,3978369.77,0,-3978369.77,-3900356.39
plant 2,11821864,535626,03.04.2022,37540,valtino malt,2973.169,3032.632,2621,-352.169,Gain,11.84,2,59.463,-411.63,$1302828.68,38735298.44,774705.97,39509999.45,34147139.7,-5362859.75,-4588158.74
plant 2,11891450,535626,27.08.2022,37515,valtino malt,2971.188,3030.612,2992,20.812,Loss,0.7,2,59.424,-38.61,$1302828.68,38709489.4,774189.79,39483682.32,38980634.11,-503048.21,271144.71
plant 2,11857328,699076,29.06.2022,4130,juice,297.361,303.308,283,-14.361,Gain,4.83,2,5.947,-20.31,$1295929.78,3853589.75,77071.8,3930658.7,3667481.28,-263177.42,-186108.47
plant 2,11913126,535626,10.09.2022,3754,valtino malt,297.318,303.264,32,-265.318,Gain,89.24,2,5.946,-271.26,$1302828.68,3873544.17,77470.88,3951010.37,416905.18,-3534105.19,-3456638.99
plant 2,11895644,535625,10.08.2022,3744,valtino malt,296.525,302.456,393,96.475,Loss,32.54,2,5.931,90.54,$1302828.68,3863212.74,77264.25,3940483.51,5120116.71,1179633.2,1256903.97
plant 2,11837595,535626,15.05.2022,37272,valtino malt,2951.943,3010.982,2775,-176.943,Gain,5.99,2,59.039,-235.98,$1302828.68,38458760.02,769175.2,39227937.05,36153495.87,-3074441.18,-2305264.15
plant 2,11825590,535611,11.04.2022,3641,crystal milk,294.922,300.82,235,-59.922,Gain,20.32,2,5.898,-65.82,$3021213.01,8910221.83,178204.44,9088412.98,7099850.57,-1988562.41,-1810371.26
plant 2,11859440,535626,07.06.2022,36912,valtino malt,2923.431,2981.9,2946,22.569,Loss,0.77,2,58.469,-35.9,$1302828.68,38087297.51,761745.95,38849048.41,38381332.91,-467715.5,294035.4
plant 2,11818826,535626,24.04.2022,36743,valtino malt,2910.046,2968.247,5597,2686.954,Loss,92.33,2,58.201,2628.75,$1302828.68,37912913.89,758258.28,38671173.21,72919321.22,34248148.01,35006407.33
plant 2,11818765,535626,13.04.2022,36732,valtino malt,2909.175,2967.359,2963,53.825,Loss,1.85,2,58.184,-4.36,$1302828.68,37901566.25,758031.33,38659604.09,38602813.79,-56790.3,701247.54
plant 2,11877272,535626,27.07.2022,36532,valtino malt,2893.335,2951.202,2681,-212.335,Gain,7.34,2,57.867,-270.2,$1302828.68,37695198.19,753903.96,38449106.06,34928836.91,-3520269.15,-2766361.28
plant 2,11899671,535609,17.08.2022,3705,crystal milk,288.99,294.77,40,-248.99,Gain,86.16,2,5.78,-254.77,$3021213.01,8731003.48,174620.07,8905629.59,1208485.2,-7697144.39,-7522518.28
plant 2,11938554,699120,27.10.2022,36036,null,2854.052,2911.133,2993,138.948,Loss,4.87,2,57.081,81.87,$950439.45,27126036.13,542520.72,27668556.47,28446652.74,778096.27,1320616.61
plant 2,11854336,535609,31.05.2022,3654,crystal milk,285.013,290.713,13,-272.013,Gain,95.44,2,5.7,-277.71,$3021213.01,8610849.84,172217,8783058.98,392757.69,-8390301.29,-8218092.15
